position	rank	score	title	year	genre	mpaa	imdb
1244	751	84.80000029	The Story of Louis Pasteur	1936	Biography	N/A	http://www.imdb.com/title/tt0028313/
1245	752	84.80000028	The Jolson Story	1946	Biography	N/A	http://www.imdb.com/title/tt0038661/
1246	753	84.80000026	Three Comrades	1938	Drama	N/A	http://www.imdb.com/title/tt0030865/
1247	754	84.80000022	Dr. Ehrlich's Magic Bullet	1940	Biography	N/A	http://www.imdb.com/title/tt0032413/
1248		84.80000021	Oblomov (Russian)	1980	Drama	N/A	http://www.imdb.com/title/tt0079619/
1249		84.80000018	Rosa Luxemburg (German)	1986	Biography	N/A	http://www.imdb.com/title/tt0091869/
1250		84.80000018	The Rocking Horse Winner (British)	1949	Drama	N/A	http://www.imdb.com/title/tt0042898/
1251		84.80000017	The Cousins (French)	1959	Drama	N/A	http://www.imdb.com/title/tt0052708/
1252		84.80000017	Max et les Ferrailleurs (French)	1971	Crime Drama	N/A	http://www.imdb.com/title/tt0067409/
1253		84.80000017	Black and White in Color (French-African)	1977	Drama	PG	http://www.imdb.com/title/tt0074972/
1254	755	84.80000016	One Foot in Heaven	1941	Drama	N/A	http://www.imdb.com/title/tt0033980/
1255		84.80000015	The Judge and the Assassin (French)	1975	Crime Drama	N/A	http://www.imdb.com/title/tt0073219/
1256		84.80000015	The Chant of Jimmie Blacksmith (Australian)	1978	Drama	N/A	http://www.imdb.com/title/tt0077318/
1257	756	84.80000014	Jewel Robbery	1932	Comedy	N/A	http://www.imdb.com/title/tt0023074/
1258	757	84.80000014	David Holzman's Diary	1968	Comedy	N/A	http://www.imdb.com/title/tt0062864/
1259	758	84.80000013	H.M. Pulham, Esq.	1941	Drama	N/A	http://www.imdb.com/title/tt0033686/
1260		84.80000011	La Marseillaise (French)	1938	War Drama	N/A	http://www.imdb.com/title/tt0030424/
1261		84.8000001	The Little Kidnappers (British)	1953	Drama	N/A	http://www.imdb.com/title/tt0046006/
1262	759	84.80000009	The Mating Season	1951	Comedy	N/A	http://www.imdb.com/title/tt0043792/
1263	760	84.80000009	To the Ends of the Earth	1948	Thriller	N/A	http://www.imdb.com/title/tt0040887/
1264	761	84.80000008	Hell's Heroes	1929	Drama	N/A	http://www.imdb.com/title/tt0019976/
1265	762	84.80000007	Man's Castle	1933	Drama	N/A	http://www.imdb.com/title/tt0024302/
1266	763	84.80000005	Jupiter's Wife	1994	Documentary	N/A	http://www.imdb.com/title/tt0110217/
1267	764	84.80000005	Law and Order	1932	Western	N/A	http://www.imdb.com/title/tt0023121/
1268	765	84.80000001	The Eleanor Roosevelt Story	1965	Biography	N/A	http://www.imdb.com/title/tt0059145/
1269	766	84.70200239	Coal Miner's Daughter	1980	Biography	PG	http://www.imdb.com/title/tt0080549/
1270	767	84.70200099	Carousel	1956	Musical	N/A	http://www.imdb.com/title/tt0049055/
1271	768	84.70200012	Tumbleweeds (Silent)	1925	Western	N/A	http://www.imdb.com/title/tt0016461/
1272	769	84.61201119	Easy Rider	1969	Drama	R	http://www.imdb.com/title/tt0064276/
1273	770	84.60301787	Babe	1995	Fantasy	G	http://us.imdb.com/title/tt0112431/
1274		84.60301496	The Piano (New Zealand-French)	1993	Drama	R	http://www.imdb.com/title/tt0107822/
1275	771	84.60301456	Poltergeist	1982	Horror	PG	http://www.imdb.com/title/tt0084516/
1276	772	84.60300717	Sleeper	1973	Comedy	PG	http://www.imdb.com/title/tt0070707/
1277	773	84.60003841	Gangs of New York	2002	Action	R	http://www.imdb.com/title/tt0217505/
1278	774	84.60003735	Cast Away	2000	Adventure	PG-13	http://www.imdb.com/title/tt0162222/
1279	775	84.60003692	Jerry Maguire	1996	Comedy-Drama	R	http://www.imdb.com/title/tt0116695/
1280	776	84.60003309	The Bourne Identity	2002	Action	PG-13	http://www.imdb.com/title/tt0258463/
1281	777	84.60002549	About Schmidt	2002	Drama	R	http://www.imdb.com/title/tt0257360/
1282	778	84.60002436	The School of Rock	2003	Comedy	PG-13	http://www.imdb.com/title/tt0332379/
1283	779	84.60002433	Insomnia	2002	Crime Drama	R	http://www.imdb.com/title/tt0278504/
1284	780	84.60002312	The Full Monty (British-U.S.)	1997	Comedy	R	http://www.imdb.com/title/tt0119164/
1285	781	84.60001624	Monster's Ball	2001	Drama	R	http://www.imdb.com/title/tt0285742/
1286		84.60001117	From Russia With Love (British)	1963	Action	GP	http://www.imdb.com/title/tt0057076/
1287		84.60001003	The Crying Game (British)	1992	Drama	R	http://www.imdb.com/title/tt0104036/
1288	782	84.60000808	Welcome to the Dollhouse	1996	Drama	R	http://www.imdb.com/title/tt0114906/
1289		84.60000755	Girl With a Pearl Earring (British-Luxembourgian)	2003	Drama	PG-13	http://www.imdb.com/title/tt0335119/
1290		84.60000713	Chariots of Fire (British)	1981	Drama	PG	http://us.imdb.com/title/tt0082158/
1291	783	84.60000687	Bullitt	1968	Action	M/PG	http://www.imdb.com/title/tt0062765/
1292	784	84.60000615	Cinderella	1950	Fantasy	G	http://www.imdb.com/title/tt0042332/
1293	785	84.60000557	Gettysburg	1993	War Drama	PG	http://www.imdb.com/title/tt0107007/
1294	786	84.6000046	Assault on Precinct 13	1976	Crime Drama	R	http://www.imdb.com/title/tt0074156/
1295		84.60000405	Frenzy (British)	1972	Suspense	R	http://www.imdb.com/title/tt0068611/
1296	787	84.60000382	Birdy	1984	Drama	R	http://www.imdb.com/title/tt0086969/
1297	788	84.6000032	The Merchant of Venice (U.S.-Italian-British-Luxembourg)	2004	Drama	R	http://www.imdb.com/title/tt0042546/
1298		84.60000298	Diva (French)	1982	Suspense	R	http://www.imdb.com/title/tt0082269/
1299		84.60000292	Nosferatu the Vampyre (West German)	1979	Horror	PG	http://www.imdb.com/title/tt0079641/
1300	789	84.60000286	Running on Empty	1988	Drama	PG-13	http://www.imdb.com/title/tt0096018/
1301	790	84.60000273	Looking for Richard	1996	Documentary	PG-13	http://www.imdb.com/title/tt0116913/
1302		84.60000266	Quest for Fire (French-Canadian)	1981	Adventure	R	http://www.imdb.com/title/tt0054805/
1303	791	84.6000026	The Mummy	1932	Horror	N/A	http://www.imdb.com/title/tt0023245/
1304	792	84.60000248	Alice Doesn't Live Here Anymore	1974	Drama	PG	http://www.imdb.com/title/tt0071115/
1305	793	84.60000235	Oklahoma!	1955	Musical	G	http://www.imdb.com/title/tt0048445/
1306	794	84.60000197	The Parallax View	1974	Thriller	R	http://www.imdb.com/title/tt0289830/
1307	795	84.60000184	Picnic	1955	Drama	N/A	http://www.imdb.com/title/tt0329575/
1308	796	84.6000018	My First Mister	2001	Comedy-Drama	R	http://www.imdb.com/title/tt0206963/
1309		84.60000179	Drowning By Numbers (British)	1987	Drama	R	http://www.imdb.com/title/tt0092929/
1310		84.60000161	The Ipcress File (British)	1965	Suspense	N/A	http://www.imdb.com/title/tt0059319/
1311	797	84.60000157	The Young Lions	1958	War Drama	N/A	http://www.imdb.com/title/tt0052415/
1312	798	84.6000015	Another Woman	1988	Drama	PG	http://www.imdb.com/title/tt0094663/
1313	799	84.60000132	Charley Varrick	1973	Crime Drama	PG	http://www.imdb.com/title/tt0069865/
1314	800	84.60000132	The Private Life of Sherlock Holmes	1970	Crime Drama	PG	http://www.imdb.com/title/tt0066249/
1315		84.60000128	The Son (Belgian-French)	2002	Drama	N/A	http://www.imdb.com/title/tt0291172/
1316	801	84.60000124	Desk Set	1957	Comedy	N/A	http://www.imdb.com/title/tt0050307/
1317	802	84.60000122	Love in the Afternoon	1957	Comedy	N/A	http://www.imdb.com/title/tt0050658/
1318	803	84.60000119	Round Midnight (U.S.-French)	1986	Drama	R	http://www.imdb.com/title/tt0090557/
1319	804	84.60000116	Avanti!	1972	Comedy	R	http://www.imdb.com/title/tt0068240/
1320		84.60000116	An Angel at My Table (New Zealand)	1990	Biography	R	http://www.imdb.com/title/tt0099040/
1321		84.60000104	The Fourth Man (Dutch)	1983	Comedy	N/A	http://www.imdb.com/title/tt0086543/
1322	805	84.60000099	Somebody Up There Likes Me	1956	Biography	N/A	http://www.imdb.com/title/tt0049778/
1323		84.60000099	Tokyo Drifter (Japanese)	1966	Action	N/A	http://www.imdb.com/title/tt0061101/
1324	806	84.60000091	The Crimson Pirate	1952	Adventure	N/A	http://www.imdb.com/title/tt0044517/
1325	807	84.6000009	Call Northside 777	1948	Crime Drama	N/A	http://www.imdb.com/title/tt0040202/
1326		84.60000088	Forbidden Games (French)	1951	Drama	N/A	http://www.imdb.com/title/tt0043686/
1327	808	84.60000085	The Black Cat	1934	Horror	N/A	http://www.imdb.com/title/tt0024894/
1328		84.60000084	Two English Girls (French 132-minute version)	1971	Drama	N/A	http://www.imdb.com/title/tt0066989/
1329		84.60000079	The Bride Wore Black (French)	1968	Suspense	N/A	http://www.imdb.com/title/tt0061955/
1330	809	84.60000078	The Body Snatcher	1945	Horror	N/A	http://www.imdb.com/title/tt0037549/
1331	810	84.60000077	Whose Life Is It Anyway?	1981	Comedy-Drama	R	http://www.imdb.com/title/tt0083326/
1332	811	84.60000075	Mountains of the Moon	1990	Adventure	R	
1333		84.60000072	Ashes and Diamonds (Polish)	1958	War Drama	N/A	http://www.imdb.com/title/tt0052080/
1334	812	84.6000007	Blue Collar	1978	Drama	R	http://www.imdb.com/title/tt0077248/
1335	813	84.60000069	The Americanization of Emily	1964	Comedy-Drama	N/A	http://www.imdb.com/title/tt0057840/
1336	814	84.60000066	Panic in the Streets	1950	Thriller	N/A	http://www.imdb.com/title/tt0060636/
1337	815	84.60000066	The Informer	1935	Drama	N/A	http://www.imdb.com/title/tt0026529/
1338	816	84.60000065	The Country Girl	1954	Drama	N/A	http://www.imdb.com/title/tt0046874/
1339	817	84.60000064	Nothing Sacred	1937	Comedy	N/A	http://www.imdb.com/title/tt0029322/
1340		84.60000064	Far From the Madding Crowd (British)	1967	Drama	PG	http://www.imdb.com/title/tt0061648/
1341	818	84.60000063	Drums Along the Mohawk	1939	Adventure	N/A	http://www.imdb.com/title/tt0031252/
1342		84.60000062	Darling (British)	1965	Drama	N/A	http://www.imdb.com/title/tt0059084/
1343	819	84.60000054	The Men	1950	Drama	N/A	http://www.imdb.com/title/tt0042727/
1344	820	84.60000053	I'm the One That I Want	2000	Concert	R	http://www.imdb.com/title/tt0251739/
1345	821	84.60000051	Love Me Or Leave Me	1955	Biography	N/A	http://www.imdb.com/title/tt0048317/
1346	822	84.60000047	The Glass Key	1942	Crime Drama	N/A	http://www.imdb.com/title/tt0034798/
1347	823	84.60000047	The Last Hurrah	1958	Drama	N/A	http://www.imdb.com/title/tt0051845/
1348		84.60000045	Gabbeh (Iranian-French)	1996	Fantasy	N/A	http://www.imdb.com/title/tt0116384/
1349	824	84.60000043	The Clock	1945	Drama	N/A	http://www.imdb.com/title/tt0037604/
1350		84.60000037	A Single Girl (French)	1995	Drama	N/A	http://www.imdb.com/title/tt0113057/
1351	825	84.60000036	The Tarnished Angels	1958	Drama	N/A	http://www.imdb.com/title/tt0051055/
1352	826	84.60000035	It Happens Every Spring	1949	Comedy	N/A	http://www.imdb.com/title/tt0041514/
1353		84.60000032	The Entertainer (British)	1960	Drama	N/A	http://www.imdb.com/title/tt0053796/
1354	827	84.6000003	Twice Upon a Time	1983	Fantasy	PG	http://www.imdb.com/title/tt0086489/
1355		84.60000029	From the Life of the Marionettes (German)	1980	Crime Drama	R	http://www.imdb.com/title/tt0080397/
1356	828	84.60000028	The Bitter Tea of General Yen	1933	Drama	N/A	http://www.imdb.com/title/tt0023814/
1357		84.60000028	Look Back in Anger (British)	1959	Drama	N/A	http://www.imdb.com/title/tt0051879/
1358		84.60000025	The Way Ahead (British)	1944	War Drama	N/A	http://www.imdb.com/title/tt0037449/
1359	829	84.60000025	International House	1933	Comedy	N/A	http://www.imdb.com/title/tt0024183/
1360		84.60000024	The Clowns (Italian)	1971	Comedy	G	http://www.imdb.com/title/tt0066922/
1361	830	84.60000023	Three Came Home	1950	War Drama	N/A	http://www.imdb.com/title/tt0043041/
1362	831	84.60000022	The Dark at the Top of the Stairs	1960	Drama	N/A	http://www.imdb.com/title/tt0053750/
1363	832	84.60000022	Pride of the Marines	1945	War Drama	N/A	http://www.imdb.com/title/tt0038000/
1364		84.60000022	One of Our Aircraft Is Missing (British)	1942	War Drama	N/A	http://www.imdb.com/title/tt0035153/
1365	833	84.60000022	A Slight Case of Murder	1938	Comedy	N/A	http://www.imdb.com/title/tt0030764/
1366		84.60000021	Jonah Who Will Be 25 in the Year 2000 (Swiss)	1976	Comedy	N/A	http://www.imdb.com/title/tt0074718/
1367	834	84.60000021	Four Daughters	1938	Drama	N/A	http://www.imdb.com/title/tt0030149/
1368		84.6000002	Sons and Lovers (British)	1960	Drama	N/A	http://www.imdb.com/title/tt0054326/
1369		84.6000002	Taxi Blues (Russian-French)	1990	Comedy-Drama	N/A	http://www.imdb.com/title/tt0100757/
1370	835	84.60000019	Heartland	1979	Drama	PG	http://www.imdb.com/title/tt0082508/
1371		84.60000018	Le Beau Mariage (French)	1982	Comedy	PG	http://www.imdb.com/title/tt0082053/
1372		84.60000018	The 47 Ronin, Part I (Japanese)	1941	Action	N/A	http://www.imdb.com/title/tt0033654/
1373		84.60000018	The 47 Ronin, Part II (Japanese)	1942	Action	N/A	http://www.imdb.com/title/tt0033654/
1374	836	84.60000017	History Is Made at Night	1937	Drama	N/A	http://www.imdb.com/title/tt0029002/
1375		84.60000017	The Legend of the Holy Drinker (Italian)	1988	Drama	N/A	http://www.imdb.com/title/tt0095513/
1376	837	84.60000015	Million Dollar Legs	1932	Comedy	N/A	http://www.imdb.com/title/tt0023225/
1377		84.60000014	Rembrandt (British)	1936	Biography	N/A	http://www.imdb.com/title/tt0028167/
1378		84.60000012	Jacquot de Nantes (French)	1991	Drama	PG	http://www.imdb.com/title/tt0102141/
1379	838	84.60000011	A Bell for Adano	1945	War Drama	N/A	http://www.imdb.com/title/tt0037534/
1380	839	84.6000001	The Young in Heart	1938	Comedy	N/A	http://www.imdb.com/title/tt0031002/
1381	840	84.60000009	All the Way Home	1963	Drama	N/A	http://www.imdb.com/title/tt0056818/
1382		84.60000009	Cry the Beloved Country (British)	1951	Drama	N/A	http://www.imdb.com/title/tt0043436/
1383	841	84.60000007	The Leopard Son	1996	Documentary	G	http://www.imdb.com/title/tt0116859/
1384		84.60000005	Peter Rabbit and Tales of Beatrix Potter (British)	1971	Ballet	G	http://www.imdb.com/title/tt0067570/
1385	842	84.60000004	Dancemaker	1999	Documentary	N/A	http://www.imdb.com/title/tt0175550/
1386		84.60000003	Backroads (Australian)	1977	Drama	N/A	http://www.imdb.com/title/tt0075716/
1387		84.60000003	David (German)	1979	War Drama	N/A	http://www.imdb.com/title/tt0079028/
1388	843	84.40300059	Baby Doll	1956	Drama	R	http://www.imdb.com/title/tt0048973/
1389	844	84.40002495	Superman	1978	Science Fiction	PG	http://www.imdb.com/title/tt0078346/
1390	845	84.40001995	Big	1988	Fantasy	PG	http://www.imdb.com/title/tt0094737/
1391	846	84.40001502	The People vs. Larry Flynt	1996	Drama	R	http://www.imdb.com/title/tt0117318/
1392	847	84.40001449	Star Trek IV: The Voyage Home	1986	Science Fiction	PG	http://www.imdb.com/title/tt0092007/
1393	848	84.40001372	In the Line of Fire	1993	Thriller	R	http://www.imdb.com/title/tt0107206/
1394		84.40001285	Dr. No (British)	1962	Action	N/A	http://www.imdb.com/title/tt0055928/
1395	849	84.40001121	i am sam	2001	Drama	PG-13	http://www.imdb.com/title/tt0277027/
1396	850	84.40000788	The Pink Panther	1964	Comedy	N/A	http://www.imdb.com/title/tt0057413/
1397	851	84.40000779	Deconstructing Harry	1997	Comedy	R	http://www.imdb.com/title/tt0118954/
1398	852	84.40000694	The Unbearable Lightness of Being	1988	Drama	R	http://www.imdb.com/title/tt0096332/
1399	853	84.40000666	The War of the Worlds	1953	Science Fiction	N/A	http://www.imdb.com/title/tt0046534/
1400	854	84.40000585	Dolores Claiborne	1995	Crime Drama	R	http://www.imdb.com/title/tt0109642/
1401	855	84.40000546	This Boy's Life	1993	Drama	R	http://www.imdb.com/title/tt0108330/
1402	856	84.40000478	Victor/Victoria	1982	Comedy	PG	http://www.imdb.com/title/tt0084865/
1403		84.40000444	Topsy-Turvy (British)	2000	Biography	R	http://www.imdb.com/title/tt0151568/
1404	857	84.40000409	Nobody's Fool	1994	Drama	R	http://www.imdb.com/title/tt0110684/
1405	858	84.40000301	She Wore a Yellow Ribbon	1949	Western	N/A	http://www.imdb.com/title/tt0041866/
1406	859	84.40000278	The Mighty	1998	Drama	PG-13	http://www.imdb.com/title/tt0119670/
1407	860	84.40000276	Reversal of Fortune	1990	Drama	R	http://www.imdb.com/title/tt0100486/
1408	861	84.40000245	L.I.E.	2001	Drama	NC-17	http://www.imdb.com/title/tt0242587/
1409	862	84.40000221	The Goodbye Girl	1977	Comedy	PG	http://www.imdb.com/title/tt0076095/
1410	863	84.40000219	Limbo	1999	Drama	R	http://www.imdb.com/title/tt0164085/
1411	864	84.40000208	Operation Petticoat	1959	Comedy	N/A	http://www.imdb.com/title/tt0053143/
1412		84.40000194	Weekend (French-Italian)	1967	Drama	N/A	http://www.imdb.com/title/tt0062480/
1413	865	84.40000191	Interiors	1978	Drama	PG	http://www.imdb.com/title/tt0077742/
1414	866	84.40000171	The Wanderers	1979	Drama	R	http://www.imdb.com/title/tt0080117/
1415	867	84.4000017	Coming Home	1978	Drama	R	http://www.imdb.com/title/tt0077362/
1416	868	84.40000166	Hatari!	1962	Adventure	N/A	http://www.imdb.com/title/tt0056059/
1417	869	84.40000165	A Soldier's Story	1984	Crime Drama	PG	http://www.imdb.com/title/tt0088146/
1418	870	84.40000163	Dogfight	1991	Drama	R	http://www.imdb.com/title/tt0101748/
1419	871	84.40000157	The Paper Chase	1973	Comedy-Drama	PG	http://www.imdb.com/title/tt0070509/
1420	872	84.40000143	Shogun Assassin (Japanese-U.S.)	1981	Action	R	http://www.imdb.com/title/tt0081506/
1421		84.40000121	Women in Love (British)	1969	Drama	R	http://www.imdb.com/title/tt0066579/
1422	873	84.40000112	For Whom the Bell Tolls	1943	War Drama	N/A	http://www.imdb.com/title/tt0035896/
1423	874	84.40000109	The High and the Mighty	1954	Adventure	N/A	http://www.imdb.com/title/tt0047086/
1424	875	84.40000108	They Drive By Night	1940	Action	N/A	http://www.imdb.com/title/tt0033149/
1425	876	84.40000102	Charly	1968	Science Fiction	M/PG	http://www.imdb.com/title/tt0062794/
1426		84.40000091	Autumn Tale (French)	1998	Comedy	PG	http://www.imdb.com/title/tt0137439/
1427	877	84.40000086	Peyton Place	1957	Drama	N/A	http://www.imdb.com/title/tt0050839/
1428	878	84.40000086	The Whales of August	1987	Drama	N/A	http://www.imdb.com/title/tt0094315/
1429	879	84.40000077	Lover Come Back	1961	Comedy	N/A	http://www.imdb.com/title/tt0055100/
1430	880	84.40000076	Emperor of the North	1973	Action	PG	http://www.imdb.com/title/tt0070030/
1431		84.40000073	Innocence (Australian-Belgian)	2000	Drama	R	http://www.imdb.com/title/tt0251141/
1432	881	84.40000073	Sweet Bird of Youth	1962	Drama	N/A	http://www.imdb.com/title/tt0056541/
1433	882	84.40000069	The Last of Sheila	1973	Mystery	PG	http://www.imdb.com/title/tt0070291/
1434	883	84.40000068	The Hospital	1971	Comedy-Drama	PG	http://www.imdb.com/title/tt0067217/
1435	884	84.40000063	Lassie Come Home	1943	Drama	G	http://www.imdb.com/title/tt0036098/
1436	885	84.40000063	The Loved One	1965	Comedy	N/A	http://www.imdb.com/title/tt0059410/
1437	886	84.40000061	Will Success Spoil Rock Hunter?	1957	Comedy	N/A	http://www.imdb.com/title/tt0051196/
1438	887	84.40000059	That's Entertainment, Part 2	1976	Documentary	G	http://www.imdb.com/title/tt0075323/
1439	888	84.40000058	Carmen Jones	1954	Musical	N/A	http://www.imdb.com/title/tt0046828/
1440	889	84.40000055	Wise Blood	1979	Drama	PG	http://www.imdb.com/title/tt0080140/
1441	890	84.40000053	Northwest Passage (Book I - Rogers' Rangers)	1940	Adventure	N/A	http://www.imdb.com/title/tt0032851/
1442		84.40000053	Blithe Spirit (British)	1945	Fantasy	N/A	http://www.imdb.com/title/tt0038363/
1443	891	83.4000005	Island in the Sky	1953	Adventure	N/A	http://www.imdb.com/title/tt0045919/
1444	892	84.40000049	The Man in the Gray Flannel Suit	1956	Drama	N/A	http://www.imdb.com/title/tt0049474/
1445	893	84.40000047	Spring Forward	2000	Drama	R	http://www.imdb.com/title/tt0156096/
